Rank,Difficulty,Score,Name,Level
384,Insane,27631935,Penith,85
385,Insane,27631423,Zex,85
386,Insane,27631423,Ayanoki,85
387,Insane,27631167,Zor,85
388,Insane,27631103,Furun,85
389,Insane,27630975,ARS|Rexles,85
390,Insane,27630847,Ryan,85
391,Insane,27630719,Lilfries,85
392,Insane,27630655,Lilac,85
393,Insane,27630463,sea,85
394,Insane,27630271,JokJok,85
395,Insane,27630143,Nameless,85
396,Insane,27629951,DangerDaring,85
397,Insane,27629887,弋魚谷,85
398,Insane,27629887,iFanz,85
399,Insane,27629823,InfiniteX,85
400,Insane,27629823,UohhArchive,85
401,Insane,27629631,Kitsune,85
402,Insane,27629503,utt,85
403,Insane,27629375,Chaalooon,85
404,Insane,27629311,Qyto,85
405,Insane,27629247,HL,85
406,Insane,27629247,BIOODRAIN,85
407,Insane,27629183,birdswimming,85
408,Insane,27629055,국,85
409,Insane,27629055,Yuki,85
410,Insane,27628799,Linelock,85
411,Insane,27628799,優香香不香,85
412,Insane,27628671,???,85
413,Insane,27628543,rKuroeM,85
414,Insane,27628415,ayam,85
415,Insane,27628287,Satvotore,85
416,Insane,27628095,August,85
417,Insane,27627775,Sorarun,85
418,Insane,27627775,幻神夢,85
419,Insane,27627583,Doumon,85
420,Insane,27627519,크라토르,85
421,Insane,27627519,nekomaru,85
422,Insane,27627199,渡辺曜大好き,85
423,Insane,27627007,ToZz,85
424,Insane,27626751,Dorothea,85
425,Insane,27626687,F230,85
426,Insane,27626559,Sophienya,85
427,Insane,27626431,IX,85
428,Insane,27626431,William,85
429,Insane,27626367,Agusnata,85
430,Insane,27626303,Xega,???
431,Insane,27626111,ARSIKus,85
432,Insane,27625919,GANGAN,85
433,Insane,27625727,livsa,85
434,Insane,27625727,Life,85
435,Insane,27625663,Phone,85
436,Insane,27625535,Nel,85
437,Insane,27625535,Y-san,85
438,Insane,27625471,awpik,85
439,Insane,27625471,OnLeeWan,85
440,Insane,27625407,RoryMercury,85
441,Insane,27625279,ALYCE,85
442,Insane,27625151,Mutenroshi,85
443,Insane,27625087,YujY,85
444,Insane,27624959,Aynamuk,85
445,Insane,27624959,Nyan,85
446,Insane,27624703,FIfi| Haruki,85
447,Insane,27624511,PejayIsHere,85
448,Insane,27624447,hikki,85
449,Insane,27624191,VLEKNPA9,85
450,Insane,27624191,RustyCakes,85
451,Insane,27624127,momo,85
452,Insane,27624127,Dav,85
453,Insane,27624063,Yuuka,85
454,Insane,27623935,DY-1lYuggie,85
455,Insane,27623871,Muwhaha,85
456,Insane,27623871,Modalsoul,85
457,Insane,27623615,HM|Alicia,85
458,Insane,27623423,AmamiyaErika,85
459,Insane,27623295,Xynester,85
460,Insane,27623231,Helixx,85
461,Insane,27623231,Tstz,85
462,Insane,27623103,Pen,85
463,Insane,27622847,Romi2o,85
