Rank,Difficulty,Score,Name,Level
420,Torment,38456638,Seamindz,85
421,Torment,38451917,Asqay11,85
422,Torment,38442557,Kudryavka,85
423,Torment,38411037,Vaxtein,85
424,Torment,38390956,???,85
425,Torment,38385756,Oneliner,85
426,Torment,38382397,raas915,85
427,Torment,38374237,rika,85
428,Torment,38355117,NinetyEight,85
429,Torment,38310558,Lys,85
430,Torment,38281517,Aidan047,85
431,Torment,38269918,Ayanokoji,85
432,Torment,38269196,夕口/皮膚,85
433,Torment,38261118,FujiApples,85
434,Torment,38191117,Toshy,85
435,Torment,38189676,DY-6 9/Not s 0,85
436,Torment,38178639,クロ,85
437,Torment,38113276,クロノ,85
438,Torment,38033676,Dusro,85
439,Torment,37947516,HyenaRSR6RZ,85
440,Torment,37910956,潮流美海,85
441,Torment,37907037,RealiableCh,85
442,Torment,37884236,YukiXCos,85
443,Torment,37867117,Kanza,85
444,Torment,37864558,AWE 34,85
445,Torment,37857116,REDSANJI,85
446,Torment,37786077,Antares,85
447,Torment,37698397,Worm,85
448,Torment,37617677,Kazuma,85
449,Torment,37537756,vanitas,85
450,Torment,37525995,岸下茉奈,85
451,Torment,37467755,Ivantoh,85
452,Torment,37310395,Shinichy,85
453,Torment,37231516,CT-HAYAMI,85
454,Torment,36710473,Koro,85
455,Torment,36618314,SkyCat,85
456,Torment,36239194,불빠따참교육,85
457,Insane,27775487,Yumi,85
458,Insane,27775359,飛魚谷,85
459,Insane,27774463,47,85
460,Insane,27772863,MayVieta,85
461,Insane,27772863,Amamiya,85
462,Insane,27772671,Skullman,85
463,Insane,27772223,GNPTouma,85
464,Insane,27771775,Risyu,???
465,Insane,27771775,kanotic,85
466,Insane,27771647,Wuwkou,85
467,Insane,27771647,生在不醒夢中,85
468,Insane,27771583,柏起,85
469,Insane,27771583,hitori,85
470,Insane,27771583,北極,85
471,Insane,27771583,Satvotore,85
472,Insane,27771583,優香香不香,85
473,Insane,27771583,Agusnata,85
474,Insane,27771583,タンサン,85
475,Insane,27771455,CarenHortensia,85
476,Insane,27771455,PiKon,85
477,Insane,27771455,Beetato,85
478,Insane,27771455,Y-san,85
479,Insane,27771455,neurosama,85
480,Insane,27771455,Geumju,85
481,Insane,27771391,璃子,85
482,Insane,27771391,Kilgo,85
483,Insane,27771391,XIANGTT,85
484,Insane,27771391,Cyneic,85
485,Insane,27771327,ลูกเจี้ยบเกเร,85
486,Insane,27771327,pik,85
487,Insane,27771327,shenbiren271,85
488,Insane,27771327,Ronabel,85
489,Insane,27771327,鈴貓貓,85
490,Insane,27771327,IywSantaSerina,85
491,Insane,27771327,Heltares,85
492,Insane,27771327,こより,85
493,Insane,27771327,天若有情天亦老星野夸我,85
494,Insane,27771327,CCITezcph,85
495,Insane,27771327,ชาไทย,85
496,Insane,27771263,Modalsoul,85
497,Insane,27771263,Sirius,85
498,Insane,27771263,RWei,85
499,Insane,27771263,玲,85
500,Insane,27771263,月時計,85
501,Insane,27771263,Altadora,85
502,Insane,27771263,平台力客憂思多今夜優香,85
503,Insane,27771263,TSH Serene,???
504,Insane,27771263,Ridwan,85
505,Insane,27771263,Lenva,85
506,Insane,27771263,村上春樹,85
507,Insane,27771263,LvRedakho,85
508,Insane,27771263,???,85
509,Insane,27771263,Karma,85
510,Insane,27771263,落落,85
511,Insane,27771263,SugaryFish,85
512,Insane,27771263,銀月,85
513,Insane,27771263,Ame,85
514,Insane,27771263,PDReT7 JL,85
515,Insane,27771263,Alfheim,85
516,Insane,27771263,Phoukon,85
517,Insane,27771263,Chii-Chan,85
518,Insane,27771263,KoriKori,85
519,Insane,27771199,Yuuka,85
520,Insane,27771199,TSHJ Sena,85
521,Insane,27771199,Meloon,85
522,Insane,27771199,LIT ILazesyTK,85
523,Insane,27771199,margin,85
524,Insane,27771199,SpandauBullet,85
525,Insane,27771199,FuRobert,85
526,Insane,27771199,Aussinami,85
527,Insane,27771199,JE,85
528,Insane,27771199,Ramadhan,85
529,Insane,27771199,GHCIAstraz42,85
530,Insane,27771199,???,85
531,Insane,27771199,朝武芳乃,85
532,Insane,27771199,月下清弦,85
533,Insane,27771135,月雪宮子,85
534,Insane,27771135,灯草,85
535,Insane,27771135,最后一次吻我,85
536,Insane,27771135,Teemo,85
537,Insane,27771135,Lixzy,85
538,Insane,27771135,Lewis123789,85
539,Insane,27771135,Satou,85
540,Insane,27771135,TS|Niney,85
541,Insane,27771135,birdswimming,85
542,Insane,27771135,NAN,85
543,Insane,27771135,Nodens,85
544,Insane,27771135,DY-1 |Peddkung,85
545,Insane,27771135,KiriHiro,85
546,Insane,27771135,???,85
547,Insane,27771071,Renasim,85
548,Insane,27771071,IronFish,85
549,Insane,27771071,Modeus,85
550,Insane,27771071,zhya,85
551,Insane,27771071,Coconuts,85
552,Insane,27771071,cClshingo,85
553,Insane,27771071,淵井空,85
554,Insane,27771071,Tobii,85
555,Insane,27771071,チュン,85
556,Insane,27771071,사이냥,85
557,Insane,27771007,Isler,85
558,Insane,27771007,on,85
559,Insane,27771007,大ま猫,85
560,Insane,27771007,William,85
561,Insane,27771007,KamaRupastra,85
562,Insane,27771007,星霜,85
