Rank,Difficulty,Score,Name,Level
510,Insane,27522687,Hinasana,85
511,Insane,27522687,Azazel,85
512,Insane,27522623,ShiroiYuki,85
513,Insane,27522623,CC Sandrock,85
514,Insane,27522559,Serion,85
515,Insane,27522431,053+,85
516,Insane,27522431,Kamui,85
517,Insane,27522431,INNkudas,85
518,Insane,27522431,nosofthun,85
519,Insane,27522431,3uphonium,85
520,Insane,27522431,sinkub,85
521,Insane,27522367,Hajime,85
522,Insane,27522367,Seki,85
523,Insane,27522367,Quackers,85
524,Insane,27522367,Selha,85
525,Insane,27522367,Tanin,85
526,Insane,27522303,Gundo,85
527,Insane,27522303,Tiin,85
528,Insane,27522239,GRD nu1L,85
529,Insane,27522239,Tohma,85
530,Insane,27522239,NVARE,85
531,Insane,27522239,Crispy,???
532,Insane,27522239,Takehizu,85
533,Insane,27522175,Demonarto,85
534,Insane,27521919,???,85
535,Insane,27521919,Ahriwang,85
536,Insane,27521919,IMika,85
537,Insane,27521919,Omega019,85
538,Insane,27521855,I3aKtJ,85
539,Insane,27521855,KitKatLong,85
540,Insane,27521791,Yuriko,85
541,Insane,27521791,Gin,85
542,Insane,27521727,DY-1/q,85
543,Insane,27521727,TSH Taihou,85
544,Insane,27521727,HyperViper,85
545,Insane,27521599,iFanz,85
546,Insane,27521535,Kanon,85
547,Insane,27521407,Zex,85
548,Insane,27521343,Alaya,85
549,Insane,27521023,Ribbon,85
550,Insane,27521023,CaPPeR,85
551,Insane,27520959,บน,85
552,Insane,27520895,DY-2|Kiss33,85
553,Insane,27520831,Nearl,85
554,Insane,27520767,すいちゃん,85
555,Insane,27520767,RZM,85
556,Insane,27520575,Firo,85
557,Insane,27520511,川内,85
558,Insane,27520447,NuKNiK,85
559,Insane,27520319,Accel,85
560,Insane,27520255,Koala,85
561,Insane,27520191,Meewa,85
562,Insane,27520063,6enu,85
563,Insane,27520063,SSTfoxide,85
564,Insane,27519999,優香香不香,85
565,Insane,27519935,DenDenMooshi,85
566,Insane,27519807,ARSILest,85
567,Insane,27519807,KaWaiiDeSu,85
568,Insane,27519743,Klerke,85
569,Insane,27519743,CC|Ayane,85
570,Insane,27519743,ChaOs Herald,85
571,Insane,27519679,디19,85
572,Insane,27519679,Moonlight,85
573,Insane,27519679,柏起,85
574,Insane,27519615,Doonlap,85
575,Insane,27519615,Agent47,85
576,Insane,27519551,FeoKun,85
577,Insane,27519551,8  Zero,85
578,Insane,27519551,CRONOSV,85
579,Insane,27519487,Meanwhile,85
580,Insane,27519423,ben333ki,85
581,Insane,27519231,Shinku,85
582,Insane,27519103,Ryou,85
583,Insane,27519039,ブラックハート,85
584,Insane,27519039,DY-7 | Chaos,85
585,Insane,27519039,Ruby,85
586,Insane,27518975,Raphael,85
587,Insane,27518911,DY-8/E=,85
588,Insane,27518783,Heltares,85
589,Insane,27518655,sola,85
590,Insane,27518463,NaCl,85
591,Insane,27518463,璃子,85
592,Insane,27518463,kawakami,85
593,Insane,27518399,Enchanted ~,85
594,Insane,27518399,sagiraa,85
595,Insane,27518399,ที่ราบสูงทิเบต,85
596,Insane,27518207,Relic,85
597,Insane,27518207,Zafkieru,85
598,Insane,27518207,Fawx,85
599,Insane,27518207,DY-8lLeo,85
600,Insane,27518143,Bors,85
601,Insane,27518079,==,85
602,Insane,27518079,???,85
603,Insane,27518015,NS-NNN,85
604,Insane,27518015,岸下茉奈,85
605,Insane,27518015,幻神夢,85
606,Insane,27518015,Luna,85
